audit_date,month_id,district_id,district_name,state,competitor_brand,numeric_distribution_pct,weighted_distribution_pct,stocking_outlet_count,exclusive_branded_chillers_deployed,promotional_intensity_score_1_to_10,active_retail_scheme
2025/10/02,2025-10,DST_0190,Purba Medinipur,West Bengal,Apex Energy,47.71,60.79,2352,323,3.65,
02-08-2026,2026-08,DST_0145,Gonda,Uttar Pradesh,Apex Energy,39.72,54.85,1224,198,5.39,Seasonal_Discount
2025/06/13,2025-06,DST_0015,Amravati,Maharashtra,PulseDrop,33.19,55.46,1249,183,4.94,None
2025/05/07,2025-05,DST_0093,Tirupathur,Tamil Nadu,PulseDrop,54.32,52.18,803,91,4.75,None
14-07-2026,2026-07,DST_0073,Vellore,Tamil Nadu,Apex Energy,26.26,32.64,594,66,5.23,None
02-05-26,2026-02,DST_0014,Jalgaon,Maharashtra,BullForce,28.5,41.99,1504,181,2.58,Seasonal_Discount
01-07-25,2025-01,DST_0122,Saharanpur,Uttar Pradesh,Voltix,51.34,47.71,2170,390,4.1,
2025/01/13,2025-01,DST_0054,Chikkamagaluru,Karnataka,Apex Energy,49.17,43.03,611,120,4.46,None
03-02-2025,2025-02,DST_0038,Mysuru,Karnataka,Apex Energy,91.45,93.78,3770,2472,8.39,Active_BOGO_Scheme
14-10-2024,2024-10,DST_0194,Murshidabad,West Bengal,Voltix,40.46,37.08,3104,360,5.17,None
04-16-25,2025-04,0321,Panna,Madhya Pradesh,Apex Energy,10.44,12.23,104,2,1.43,None
09-08-2026,2026-08,0324,Seoni,Madhya Pradesh,Apex Energy,38.09,38.25,508,90,4.95,Seasonal_Discount
2026/08/20,2026-08,DST_0305,Ratlam,Madhya Pradesh,PulseDrop,42.23,33.1,749,104,4.64,Seasonal_Discount
01-11-26,2026-01,0184,Kolkata,West Bengal,BullForce,79.06,77.98,7820,3145,6.16,Bundle_Pack
12-05-2026,2026-05,0200,Cooch Behar,West Bengal,PulseDrop,51.79,50.1,1371,154,4.23,None
12-02-2026,2026-02,DST_0192,Paschim Bardhaman,West Bengal,Torque,42.68,67.6,2361,324,4.67,Discount_10pct
1770700980000,2026-02,DST_0128,Firozabad,Uttar Pradesh,BullForce,33.43,55.08,1065,179,2.93,None
08-02-2025,2025-02,DST_0311,Bhind,Madhya Pradesh,BullForce,49.49,44.2,969,93,5.19,None
12-03-25,2025-12,DST_0141,Jaunpur,Uttar Pradesh,PulseDrop,42.95,56.51,1760,120,5.03,None
2025-09-13T00:00:00Z,2025-09,0137,Fatehpur,Uttar Pradesh,PulseDrop,28.69,31.29,731,59,3.78,Seasonal_Discount
2026/01/13,2026-01,DST_0005,Palghar,Maharashtra,Torque,54.9,60.44,2416,317,2.63,Seasonal_Discount
2025-07-08T00:00:00+05:30,2025-07,DST_0234,Mulugu,Telangana,Apex Energy,52.29,30.51,115,7,3.45,None
2025-01-18T00:00:00Z,2025-01,DST_0214,Nizamabad,Telangana,Torque,38.11,48.34,730,118,4.0,None
10-21-24,2024-10,0075,Dindigul,Tamil Nadu,Torque,28.6,39.1,813,44,3.42,Seasonal_Discount
2024/11/03,2024-11,DST_0099,Kallakurichi,Tamil Nadu,PulseDrop,53.63,49.44,721,78,4.75,None
04-08-25,2025-04,DST_0117,Ghaziabad,Uttar Pradesh,BullForce,32.6,42.25,2652,260,5.35,Seasonal_Discount
05-05-25,2025-05,DST_0076,Kanchipuram,Tamil Nadu,BullForce,40.01,40.56,784,136,3.83,Seasonal_Discount
17-06-2025,2025-06,DST_0016,Nanded,Maharashtra,Voltix,34.71,60.93,1374,190,4.37,None
2024/11/04,2024-11,DST_0152,Surat,Gujarat,BullForce,41.15,42.85,4805,931,3.73,None
2026/06/20,2026-06,DST_0115,Agra,Uttar Pradesh,PulseDrop,27.48,36.01,1753,315,5.25,None
12-06-2025,2025-06,0243,Ajmer,Rajasthan,BullForce,41.82,62.42,1468,145,4.41,Seasonal_Discount
2025/12/21,2025-12,0008,Chhatrapati Sambhajinagar,Maharashtra,Voltix,59.26,60.09,3105,513,4.33,None
15-02-2026,2026-02,DST_0187,Howrah,West Bengal,Apex Energy,48.01,62.03,3916,526,3.31,None
20-08-2025,2025-08,DST_0250,Sri Ganganagar,Rajasthan,Voltix,29.1,55.04,674,87,4.32,None
05-03-2025,2025-03,DST_0286,Nandyal,Andhra Pradesh,Torque,40.62,49.62,821,149,2.5,None
10-02-2026,2026-02,0315,Vidisha,Madhya Pradesh,Apex Energy,30.48,30.54,498,83,4.42,None
2025-04-14T00:00:00+05:30,2025-04,0113,Varanasi,Uttar Pradesh,PulseDrop,34.68,50.34,1787,259,4.92,None
2024/11/15,2024-11,DST_0254,Tonk,Rajasthan,Voltix,35.31,49.0,555,54,2.69,Seasonal_Discount
2025-01-19T00:00:00+05:30,2025-01,DST_0261,Dungarpur,Rajasthan,BullForce,49.89,31.75,612,35,3.97,Seasonal_Discount
11-08-2026,2026-08,DST_0254,Tonk,Rajasthan,Apex Energy,29.37,32.58,462,62,3.64,Seasonal_Discount
12-11-2024,2024-11,DST_0174,Dahod,Gujarat,BullForce,22.79,29.69,448,4,1.32,None
12-10-2025,2025-10,DST_0312,Chhindwara,Madhya Pradesh,PulseDrop,33.1,35.22,786,87,3.91,Seasonal_Discount
04-07-2026,2026-07,0108,South West Delhi,Delhi NCR,Apex Energy,31.08,64.42,1507,170,2.89,Seasonal_Discount
18-07-2025,2025-07,DST_0268,Jaisalmer,Rajasthan,Torque,31.04,45.9,203,27,2.86,None
2024/10/13,2024-10,0008,Chhatrapati Sambhajinagar,Maharashtra,Voltix,49.8,69.09,2609,292,4.21,Discount_10pct
19-04-2026,2026-04,DST_0119,Bareilly,Uttar Pradesh,Torque,29.47,59.9,1691,110,3.73,
2025/02/06,2025-02,DST_0037,Bengaluru Rural,Karnataka,Voltix,35.67,40.33,416,66,3.05,Seasonal_Discount
2024-09-08T00:00:00+05:30,2024-09,DST_0050,Vijayapura,Karnataka,Apex Energy,40.43,48.33,987,108,4.29,None
2025/08/05,2025-08,DST_0300,Gwalior,Madhya Pradesh,Apex Energy,35.97,62.75,1229,241,4.15,None
2024/11/12,2024-11,DST_0233,Jangaon,Telangana,BullForce,39.37,64.27,218,28,2.82,None
07-01-2026,2026-01,0095,Tiruvannamalai,Tamil Nadu,Torque,48.66,55.07,1295,81,4.18,Seasonal_Discount
2026-06-03T00:00:00Z,2026-06,DST_0207,Hyderabad,Telangana,BullForce,78.86,78.59,6841,3241,8.0,None
2026-01-14T00:00:00+05:30,2026-01,0217,Mahabubnagar,Telangana,Apex Energy,13.68,17.83,222,2,2.66,None
2026/06/02,2026-06,DST_0036,Bengaluru Urban,Karnataka,BullForce,76.99,77.04,14242,6515,6.73,None
06-03-2025,2025-03,0325,Datia,Madhya Pradesh,Torque,29.53,56.62,260,19,4.63,Seasonal_Discount
21-01-2026,2026-01,DST_0221,Kamareddy,Telangana,PulseDrop,47.45,39.89,453,45,5.1,Seasonal_Discount
2025-07-09T00:00:00+05:30,2025-07,DST_0051,Bagalkote,Karnataka,Voltix,42.22,44.67,995,88,2.9,Seasonal_Discount
1762761960000,2025-11,0267,Dholpur,Rajasthan,BullForce,27.06,38.41,356,45,4.33,None
1734066420000,2024-12,DST_0134,Sambhal,Uttar Pradesh,Torque,37.09,34.08,855,68,4.02,Seasonal_Discount
2026-08-02T00:00:00+05:30,2026-08,0006,Nagpur,Maharashtra,PulseDrop,45.78,61.94,3732,525,5.01,None
2025/03/10,2025-03,0297,Indore,Madhya Pradesh,Torque,49.69,49.01,2989,530,5.44,None
2025-02-11T00:00:00+05:30,2025-02,0156,Jamnagar,Gujarat,Torque,45.63,35.35,1409,255,4.53,None
2024-11-20T00:00:00Z,2024-11,DST_0040,Dharwad,Karnataka,Apex Energy,44.37,49.53,1309,269,4.5,Special_Kirana_Margin
2025-03-17T00:00:00+05:30,2025-03,DST_0328,Ernakulam,Kerala,Torque,27.1,54.47,1558,184,4.95,None
20-11-2025,2025-11,DST_0324,Seoni,Madhya Pradesh,PulseDrop,46.74,48.08,623,123,3.59,None
20-09-2025,2025-09,DST_0293,Annamayya,Andhra Pradesh,Torque,53.84,54.1,986,195,3.49,Seasonal_Discount
2025/09/19,2025-09,DST_0166,Kutch,Gujarat,BullForce,29.46,64.67,795,109,4.6,
04-07-25,2025-04,0063,Gadag,Karnataka,Apex Energy,40.59,34.08,563,66,5.1,
09-20-24,2024-09,DST_0092,Thoothukudi,Tamil Nadu,Voltix,40.75,43.07,1069,119,3.08,Seasonal_Discount
1753094400000,2025-07,DST_0050,Vijayapura,Karnataka,BullForce,36.78,57.31,898,95,4.61,None
1776153360000,2026-04,DST_0003,Pune,Maharashtra,Apex Energy,71.21,82.0,11106,5156,6.21,Discount_15pct
05-05-26,2026-05,DST_0111,Lucknow,Uttar Pradesh,BullForce,46.64,63.29,3689,603,2.51,None
06-08-25,2025-06,0155,Bhavnagar,Gujarat,Torque,25.3,51.88,1001,165,3.61,None
17-05-2026,2026-05,0069,Salem,Tamil Nadu,Voltix,51.85,61.78,2732,326,5.86,None
2025/12/03,2025-12,DST_0241,Kota,Rajasthan,Torque,54.62,40.68,1747,343,4.77,None
2024-11-10T00:00:00+05:30,2024-11,0040,Dharwad,Karnataka,Torque,54.28,57.93,1601,376,5.45,Special_Kirana_Margin
1749646260000,2025-06,DST_0269,Barmer,Rajasthan,Apex Energy,11.34,12.81,265,5,1.88,None
07-11-25,2025-07,DST_0118,Gautam Buddha Nagar,Uttar Pradesh,Apex Energy,43.84,48.9,1174,67,4.36,None
1786630920000,2026-08,DST_0335,Kottayam,Kerala,Torque,29.14,53.66,693,68,3.96,Seasonal_Discount
2025/12/03,2025-12,DST_0154,Rajkot,Gujarat,BullForce,56.23,69.34,3448,727,5.0,Special_Kirana_Margin
18-07-2026,2026-07,0101,East Delhi,Delhi NCR,PulseDrop,30.35,36.75,1141,215,4.71,Seasonal_Discount
1771482900000,2026-02,DST_0277,Nellore,Andhra Pradesh,Torque,37.9,39.79,1207,108,4.47,Seasonal_Discount
2025-02-12T00:00:00+05:30,2025-02,DST_0083,Namakkal,Tamil Nadu,Torque,34.25,32.42,804,104,4.77,None
14-10-2025,2025-10,DST_0078,Cuddalore,Tamil Nadu,Apex Energy,52.15,40.84,1733,152,5.42,None
10-02-25,2025-10,DST_0276,Kurnool,Andhra Pradesh,BullForce,43.04,59.88,1301,160,3.51,None
08-01-2025,2025-01,DST_0033,Beed,Maharashtra,Voltix,44.9,31.29,1253,88,4.13,None
1739593680000,2025-02,DST_0156,Jamnagar,Gujarat,PulseDrop,40.66,54.81,1255,155,3.98,None
07-06-2026,2026-06,0279,Anantapur,Andhra Pradesh,Torque,47.06,55.98,1315,242,3.5,None
02-02-25,2025-02,DST_0078,Cuddalore,Tamil Nadu,Torque,43.93,38.44,1460,261,4.72,None
03-14-26,2026-03,DST_0211,Warangal,Telangana,Torque,55.04,58.11,520,104,4.21,None
07-02-2025,2025-02,0268,Jaisalmer,Rajasthan,BullForce,27.26,34.68,179,33,4.43,None
1749967740000,2025-06,DST_0082,Nagapattinam,Tamil Nadu,Torque,33.09,63.19,599,34,2.58,Seasonal_Discount
2026-02-20T00:00:00Z,2026-02,DST_0244,Udaipur,Rajasthan,BullForce,38.3,52.26,1268,257,5.75,
10-04-24,2024-10,DST_0160,Navsari,Gujarat,PulseDrop,38.03,35.92,765,98,4.02,Seasonal_Discount
05-01-2026,2026-01,0314,Shivpuri,Madhya Pradesh,PulseDrop,38.52,30.21,689,48,3.62,None
2025/10/06,2025-10,DST_0190,Purba Medinipur,West Bengal,Voltix,45.66,32.78,2251,336,2.98,None
2024/12/20,2024-12,0079,Dharmapuri,Tamil Nadu,BullForce,13.05,23.52,204,0,2.54,None
12-08-2026,2026-08,DST_0215,Khammam,Telangana,Voltix,28.85,58.06,453,55,3.48,None
2025-02-06T00:00:00+05:30,2025-02,DST_0019,Sindhudurg,Maharashtra,Apex Energy,39.1,36.36,326,47,4.96,None
2024/10/08,2024-10,DST_0151,Ahmedabad,Gujarat,BullForce,79.08,85.87,11272,5174,8.12,Bundle_Pack
2026-01-04T00:00:00+05:30,2026-01,DST_0058,Raichur,Karnataka,Torque,51.64,50.53,1145,213,4.58,None
1728383820000,2024-10,0126,Ayodhya,Uttar Pradesh,Voltix,29.83,46.69,734,74,3.71,None
12-14-24,2024-12,0063,Gadag,Karnataka,BullForce,39.3,50.37,545,69,5.34,Seasonal_Discount
2026/02/20,2026-02,0307,Singrauli,Madhya Pradesh,Apex Energy,34.35,30.53,431,24,5.05,None
14-06-2026,2026-06,DST_0248,Bharatpur,Rajasthan,Apex Energy,46.01,49.67,1249,162,3.7,None
16-10-2025,2025-10,0032,Nandurbar,Maharashtra,Voltix,50.45,36.37,862,101,4.87,Seasonal_Discount
05-09-2024,2024-09,DST_0062,Chamarajanagar,Karnataka,BullForce,10.59,12.02,112,3,1.78,None
2026-05-06T00:00:00Z,2026-05,DST_0272,Bezawada,Andhra Pradesh,Voltix,85.7,94.57,3383,2045,9.77,Active_BOGO_Scheme
2024/09/18,2024-09,0257,Bundi,Rajasthan,Torque,29.98,36.16,359,20,4.03,None
2025/12/15,2025-12,DST_0272,Vijayawada,Andhra Pradesh,Voltix,87.94,96.27,3471,1630,8.0,Active_BOGO_Scheme
2026/05/17,2026-05,DST_0174,Dahod,Gujarat,Apex Energy,24.42,12.27,480,0,1.81,None
2025-10-13T00:00:00+05:30,2025-10,DST_0017,Raigad,Maharashtra,BullForce,49.25,54.46,1709,183,4.44,None
2024-12-21T00:00:00Z,2024-12,0214,Nizamabad,Telangana,PulseDrop,38.92,30.45,745,54,5.15,None
2026-06-17T00:00:00+05:30,2026-06,0328,Ernakulam,Kerala,Apex Energy,48.69,37.76,2799,314,3.87,None
2025/06/03,2025-06,0179,Gir Somnath,Gujarat,Torque,36.15,36.22,524,46,5.19,Seasonal_Discount
03-08-2025,2025-08,DST_0330,Thrissur,Kerala,Voltix,81.12,93.49,4399,2076,9.65,Active_BOGO_Scheme
04-01-2025,2025-01,0013,Sangli,Maharashtra,Apex Energy,50.42,38.69,1636,326,5.1,None
2026/03/07,2026-03,DST_0305,Ratlam,Madhya Pradesh,Voltix,26.05,47.46,462,80,5.19,None
15-11-2024,2024-11,0164,Porbandar,Gujarat,Apex Energy,34.51,40.94,299,48,3.53,None
2026/01/20,2026-01,0313,Guna,Madhya Pradesh,Voltix,34.64,35.41,494,84,3.64,None
11-04-24,2024-11,DST_0070,Tirunelveli,Tamil Nadu,Apex Energy,46.79,58.4,1157,115,5.06,None
2025/01/17,2025-01,DST_0264,Sirohi,Rajasthan,Voltix,32.98,46.19,369,33,3.59,Seasonal_Discount
2025/01/12,2025-01,DST_0327,Thiruvananthapuram Dist,Kerala,Voltix,27.17,38.33,1395,151,3.45,None
12-04-2025,2025-04,DST_0292,Sri Sathya Sai,Andhra Pradesh,BullForce,52.64,53.38,1072,72,3.82,None
2025/01/16,2025-01,DST_0194,Murshidabad,West Bengal,Voltix,25.46,62.48,1953,188,3.31,Seasonal_Discount
2026/04/08,2026-04,DST_0325,Datia,Madhya Pradesh,BullForce,32.15,39.38,283,47,3.6,None
14-10-2025,2025-10,DST_0315,Vidisha,Madhya Pradesh,BullForce,38.03,59.45,622,45,4.76,Seasonal_Discount
05-10-2024,2024-10,DST_0294,Dr. B.R. Ambedkar Konaseema,Andhra Pradesh,Voltix,52.23,31.44,906,114,4.71,Seasonal_Discount
2026-04-05T00:00:00Z,2026-04,DST_0005,Palghar,Maharashtra,Torque,39.79,64.8,1751,324,3.67,None
2025/01/10,2025-01,DST_0058,Raichur,Karnataka,Apex Energy,52.32,35.62,1160,169,5.08,None
2025-08-11T00:00:00Z,2025-08,DST_0167,Banaskantha,Gujarat,PulseDrop,49.71,55.93,1523,133,3.46,None
15-07-2026,2026-07,0146,Sultanpur,Uttar Pradesh,Torque,36.24,30.35,1196,106,3.06,Seasonal_Discount
08-11-2025,2025-11,DST_0254,Tonk,Rajasthan,Apex Energy,38.69,57.14,609,59,3.54,None
03-09-2024,2024-09,0041,Dakshina Kannada,Karnataka,BullForce,43.2,43.85,1328,236,3.88,None
03-04-2026,2026-04,0327,Trivandrum,Kerala,Apex Energy,54.46,55.5,2797,226,3.53,None
02-12-2025,2025-12,0146,Sultanpur,Uttar Pradesh,Apex Energy,40.04,55.83,1322,99,5.35,Seasonal_Discount
2026/07/03,2026-07,DST_0154,Rajkot,Gujarat,Voltix,45.63,64.71,2797,587,4.39,Special_Kirana_Margin
04-06-25,2025-04,DST_0018,Ratnagiri,Maharashtra,Torque,35.98,46.27,594,85,4.2,None
1743597120000,2025-04,DST_0116,Meerut,Uttar Pradesh,Torque,28.94,40.71,1508,133,4.72,Seasonal_Discount
2026/06/03,2026-06,DST_0322,Sehore,Madhya Pradesh,PulseDrop,53.67,63.68,749,41,3.88,None
2024-12-17T00:00:00Z,2024-12,DST_0060,Uttara Kannada,Karnataka,Apex Energy,30.35,37.22,525,92,3.13,None
2026/07/16,2026-07,DST_0136,Hardoi,Uttar Pradesh,Voltix,23.52,26.95,945,2,1.41,None
11-01-2025,2025-01,DST_0054,Chikkamagaluru,Karnataka,PulseDrop,32.33,30.95,402,41,5.16,None
2026/05/18,2026-05,DST_0262,Banswara,Rajasthan,BullForce,38.9,63.4,627,72,5.4,Seasonal_Discount
2026/05/20,2026-05,DST_0114,Prayagraj,Uttar Pradesh,PulseDrop,42.6,52.0,2917,355,3.97,None
12-01-2026,2026-01,DST_0281,Rajahmundry,Andhra Pradesh,Torque,47.78,36.12,1165,158,4.24,Seasonal_Discount
10-12-2025,2025-12,DST_0008,Chhatrapati Sambhajinagar,Maharashtra,BullForce,56.55,52.77,2963,456,3.56,Discount_10pct
12-08-25,2025-12,DST_0185,North 24 Parganas,West Bengal,Voltix,26.27,46.88,4202,517,3.72,None
20-02-2025,2025-02,DST_0241,Kota,Rajasthan,Apex Energy,81.75,93.79,2615,1259,9.02,Active_BOGO_Scheme
09-07-2026,2026-07,0259,Dausa,Rajasthan,PulseDrop,25.09,37.91,395,50,2.71,None
15-07-2026,2026-07,DST_0122,Saharanpur,Uttar Pradesh,Apex Energy,42.54,64.66,1798,280,4.66,None
10-11-2025,2025-11,DST_0134,Sambhal,Uttar Pradesh,Voltix,39.59,55.05,913,61,4.34,Seasonal_Discount
21-11-2025,2025-11,DST_0263,Jalore,Rajasthan,Torque,38.97,52.73,649,70,5.19,None
2025-04-04T00:00:00+05:30,2025-04,DST_0337,Kasaragod,Kerala,BullForce,29.48,49.59,518,94,3.22,
1776579480000,2026-04,DST_0071,Tiruppur,Tamil Nadu,Apex Energy,39.79,57.42,1631,215,5.2,None
01-07-25,2025-01,DST_0265,Sawai Madhopur,Rajasthan,Voltix,50.92,41.1,734,62,3.34,Seasonal_Discount
2024-09-02T00:00:00Z,2024-09,DST_0073,Vellore,Tamil Nadu,BullForce,36.13,41.9,817,110,3.57,None
05-08-26,2026-05,DST_0152,Surat,Gujarat,Voltix,84.72,93.24,9892,4366,9.14,Active_BOGO_Scheme
12-02-2026,2026-02,DST_0253,Chittorgarh,Rajasthan,Voltix,49.8,52.87,808,138,5.49,None
2025/10/18,2025-10,DST_0071,Tiruppur,Tamil Nadu,Voltix,51.26,44.87,2101,335,5.02,None
12-08-24,2024-12,DST_0258,Baran,Rajasthan,Torque,38.1,45.52,509,66,2.52,None
17-09-2025,2025-09,DST_0105,North West Delhi,Delhi NCR,Torque,37.51,30.43,2901,184,2.82,None
2024-10-07T00:00:00Z,2024-10,DST_0335,Kottayam,Kerala,BullForce,54.84,31.71,1305,65,4.25,None
03-05-2026,2026-05,0070,Tirunelveli,Tamil Nadu,Voltix,37.19,49.37,919,96,3.51,Seasonal_Discount
18-07-2025,2025-07,DST_0109,West Delhi,Delhi NCR,Apex Energy,40.26,37.85,2252,349,4.8,None
2024-09-06T00:00:00Z,2024-09,DST_0068,Tiruchirappalli,Tamil Nadu,Voltix,41.97,52.05,1697,261,3.52,Discount_10pct
2026/08/04,2026-08,DST_0195,Malda,West Bengal,Apex Energy,26.59,54.73,1056,165,3.11,None
2026-06-16T00:00:00+05:30,2026-06,0327,Thiruvananthapuram,Kerala,Voltix,32.79,48.12,1684,330,4.7,None
10-01-2026,2026-01,DST_0244,Udaipur,Rajasthan,Voltix,43.69,66.82,1447,352,4.57,Special_Kirana_Margin
04-06-26,2026-04,DST_0099,Kallakurichi,Tamil Nadu,Apex Energy,41.43,60.71,557,40,2.71,Seasonal_Discount
2024/12/12,2024-12,DST_0002,Mumbai City,Maharashtra,Voltix,77.04,85.65,5228,1621,7.85,None
2024/09/12,2024-09,DST_0234,Mulugu,Telangana,PulseDrop,32.76,31.93,72,4,3.39,None
10-02-2025,2025-02,DST_0041,Dakshina Kannada,Karnataka,PulseDrop,51.06,47.98,1569,143,2.86,None
07-13-26,2026-07,DST_0308,Katni,Madhya Pradesh,Voltix,47.94,39.22,677,114,3.95,None
21-11-2024,2024-11,DST_0176,Narmada,Gujarat,Torque,49.56,31.24,274,24,2.93,Seasonal_Discount
01-11-25,2025-01,0212,Hanumakonda,Telangana,Torque,29.49,37.43,563,53,2.96,None
2025/08/19,2025-08,DST_0274,Tirupati,Andhra Pradesh,BullForce,39.91,60.18,1253,183,3.63,Seasonal_Discount
12-06-2025,2025-06,DST_0252,Hanumangarh,Rajasthan,BullForce,50.69,49.69,971,180,5.45,None
1731406920000,2024-11,DST_0327,Thiruvananthapuram,Kerala,Torque,40.52,35.67,2081,360,4.48,None
12-08-2025,2025-08,DST_0254,Tonk,Rajasthan,Torque,26.91,60.92,423,53,4.82,None
10-05-2025,2025-05,DST_0331,Kollam,Kerala,PulseDrop,30.71,56.6,1157,64,4.47,
2026/04/20,2026-04,DST_0049,Mandya,Karnataka,BullForce,36.59,61.45,685,108,3.78,None
2026-06-13T00:00:00Z,2026-06,0248,Bharatpur,Rajasthan,Voltix,37.26,62.79,1012,180,3.06,None
10-11-2025,2025-11,DST_0297,Indore,Madhya Pradesh,Apex Energy,91.09,96.62,5479,3351,8.31,Active_BOGO_Scheme
19-03-2025,2025-03,0099,Kallakurichi,Tamil Nadu,Apex Energy,31.47,63.99,423,34,3.98,Seasonal_Discount
09-08-24,2024-09,DST_0153,Vadodara,Gujarat,PulseDrop,55.63,64.52,3475,359,3.53,Discount_10pct
10-05-2025,2025-05,DST_0290,West Godavari,Andhra Pradesh,PulseDrop,36.34,42.31,752,119,3.98,Seasonal_Discount
19-05-2025,2025-05,DST_0094,Tiruvallur,Tamil Nadu,Voltix,50.74,63.08,3234,496,4.33,None
2025/01/08,2025-01,DST_0134,Sambhal,Uttar Pradesh,Torque,26.6,48.64,613,119,3.06,None
1733412000000,2024-12,DST_0231,Rajanna Sircilla,Telangana,BullForce,32.42,50.74,195,12,4.02,None
09-13-25,2025-09,DST_0113,Varanasi,Uttar Pradesh,Torque,34.1,52.45,1757,277,3.71,None
2025/05/04,2025-05,DST_0112,Kanpur Nagar,Uttar Pradesh,BullForce,44.82,51.48,3539,453,4.62,None
02-07-25,2025-02,DST_0337,Kasaragod,Kerala,Torque,54.31,52.46,955,156,4.43,None
16-12-2024,2024-12,DST_0018,Ratnagiri,Maharashtra,PulseDrop,25.48,53.06,421,62,4.46,None
06-05-2026,2026-05,DST_0171,Kheda,Gujarat,BullForce,28.26,38.62,729,44,3.63,None
10-07-2026,2026-07,DST_0310,Morena,Madhya Pradesh,BullForce,30.48,52.03,680,58,5.04,None
2026/07/18,2026-07,DST_0252,Hanumangarh,Rajasthan,BullForce,39.91,51.23,764,43,3.78,Seasonal_Discount
20-08-2026,2026-08,0247,Sikar,Rajasthan,PulseDrop,29.85,63.62,907,151,4.79,Seasonal_Discount
05-03-2025,2025-03,DST_0231,Rajanna Sircilla,Telangana,Apex Energy,34.29,30.77,206,27,2.66,None
2026-05-16T00:00:00+05:30,2026-05,DST_0246,Alwar,Rajasthan,Torque,49.87,54.02,1927,376,4.57,Special_Kirana_Margin
2025/03/13,2025-03,DST_0291,Anakapalli,Andhra Pradesh,PulseDrop,37.95,51.02,798,123,5.47,None
12-11-2024,2024-11,DST_0116,Meerut,Uttar Pradesh,PulseDrop,45.87,51.46,2391,228,5.38,Seasonal_Discount
04-06-2026,2026-06,0101,East Delhi,Delhi NCR,Voltix,35.52,45.21,1335,221,2.71,Seasonal_Discount
2026/04/16,2026-04,DST_0226,Vikarabad,Telangana,Apex Energy,39.31,50.75,357,52,5.06,None
07-10-26,2026-07,0151,Ahmedabad,Gujarat,Apex Energy,81.39,85.32,11602,4005,6.53,Bundle_Pack
2025/08/15,2025-08,DST_0265,Sawai Madhopur,Rajasthan,Apex Energy,52.1,35.22,751,78,3.62,Seasonal_Discount
08-08-25,2025-08,DST_0161,Morbi,Gujarat,PulseDrop,49.55,50.39,626,54,3.55,Seasonal_Discount
2025/03/20,2025-03,DST_0122,Saharanpur,Uttar Pradesh,BullForce,41.39,39.0,1749,184,3.59,None
12-02-2026,2026-02,DST_0060,Uttara Kannada,Karnataka,PulseDrop,53.49,47.58,927,81,3.36,None
09-04-2026,2026-04,0141,Jaunpur,Uttar Pradesh,Voltix,25.19,36.09,1032,148,3.31,None
12-05-24,2024-12,DST_0191,Purba Bardhaman,West Bengal,PulseDrop,43.28,53.11,2846,461,3.78,Seasonal_Discount
04-02-25,2025-04,0245,Bhilwara,Rajasthan,PulseDrop,39.71,54.6,1045,65,5.2,Seasonal_Discount
20-10-2025,2025-10,DST_0124,Jhansi,Uttar Pradesh,Voltix,28.78,62.99,798,139,2.83,None
06-02-2025,2025-02,DST_0317,Mandsaur,Madhya Pradesh,BullForce,54.7,30.1,801,155,5.43,Seasonal_Discount
2024/09/06,2024-09,DST_0064,Haveri,Karnataka,PulseDrop,47.85,43.97,835,119,5.3,None
2025/04/16,2025-04,DST_0111,Lucknow,Uttar Pradesh,Torque,49.04,43.26,3880,331,2.51,None
1760879220000,2025-10,0012,Satara,Maharashtra,Voltix,46.84,54.1,1499,261,4.31,None
20-12-2024,2024-12,0071,Tiruppur,Tamil Nadu,Torque,25.48,53.38,1044,57,4.38,None
2025-01-02T00:00:00Z,2025-01,DST_0182,Botad,Gujarat,Torque,40.83,41.02,336,22,4.26,Seasonal_Discount
21-09-2024,2024-09,DST_0090,Tenkasi,Tamil Nadu,Apex Energy,42.75,61.81,843,139,3.89,Seasonal_Discount
17-11-2024,2024-11,DST_0053,Chitradurga,Karnataka,PulseDrop,25.27,53.55,452,72,3.04,Seasonal_Discount
2026-02-15T00:00:00+05:30,2026-02,DST_0048,Hassan,Karnataka,BullForce,54.09,57.09,1050,80,4.75,Seasonal_Discount
09-10-2024,2024-10,DST_0309,Khandwa,Madhya Pradesh,Apex Energy,47.02,51.83,664,68,2.65,None
2025/01/02,2025-01,DST_0312,Chhindwara,Madhya Pradesh,Torque,25.09,63.95,595,30,4.47,Seasonal_Discount
17-08-2025,2025-08,DST_0123,Gorakhpur,Uttar Pradesh,Torque,27.4,44.68,1296,187,3.37,None
15-09-2024,2024-09,0181,Surendranagar,Gujarat,BullForce,30.38,54.89,635,52,4.33,Seasonal_Discount
09-06-2026,2026-06,DST_0233,Jangaon,Telangana,PulseDrop,37.05,30.65,205,40,4.22,Seasonal_Discount
2025/05/08,2025-05,0313,Guna,Madhya Pradesh,BullForce,42.29,43.77,603,82,4.67,Seasonal_Discount
17-05-2026,2026-05,0119,Bareilly,Uttar Pradesh,PulseDrop,36.07,44.27,2069,347,4.37,None
2024/12/05,2024-12,DST_0229,Jogulamba Gadwal,Telangana,Torque,47.28,40.79,270,44,3.1,Seasonal_Discount
12-06-2026,2026-06,DST_0023,Latur,Maharashtra,Apex Energy,26.36,42.96,744,133,4.36,None
